Hostname Pattern Block_size Threads Read_Bandwidth_KB/s Read_IOPS Read_latency_mean Read_Total_I/O_KB Read_runtime_ms Write_Bandwidth_KB/s Write_IOPS Write_latency_mean Write_Total_I/O_KB Write_runtime_ms
bench-node8 readwrite 128k 16 54764 427 14718.196613 3302656 60306 54242 423 22775.467757 3271168 60306
bench-node8 readwrite 128k 32 56804 443 29304.216959 3440128 60561 57250 447 41935.274634 3467136 60561
bench-node8 readwrite 128k 64 77266 603 40189.941482 4680960 60582 76486 597 65503.200602 4633728 60582
bench-node8 readwrite 128k 128 86095 672 61593.111846 5184256 60215 85683 669 117054.876302 5159424 60215
bench-node8 readwrite 64k 1 24862 388 1877.597795 1491776 60001 25232 394 671.833911 1513984 60001
bench-node8 readwrite 64k 2 44970 702 840.897610 2704640 60142 45026 703 1986.199825 2707968 60142
bench-node8 readwrite 64k 4 31361 490 5065.033853 1901888 60645 30746 480 3091.948516 1864640 60645
bench-node8 readwrite 64k 8 31244 488 5337.597152 1878784 60132 31795 496 10837.150432 1911936 60132
bench-node8 readwrite 64k 16 34067 532 10564.006386 2054464 60306 34112 533 19320.639902 2057216 60306
bench-node8 readwrite 64k 32 50563 790 18683.427279 3056064 60440 50864 794 21431.907109 3074240 60440
bench-node8 readwrite 64k 64 61033 953 31153.201821 3704512 60696 61254 957 35145.028524 3717888 60696
bench-node8 readwrite 64k 128 80751 1261 46316.956510 4881280 60448 80787 1262 49779.493198 4883456 60448
bench-node8 readwrite 32k 1 20753 648 1125.846838 1245216 60001 20743 648 403.506826 1244640 60001
bench-node8 readwrite 32k 2 35924 1122 1251.588219 2155552 60003 35712 1116 520.186667 2142848 60003
bench-node8 readwrite 32k 4 39078 1221 1810.997298 2344800 60002 39310 1228 1442.811475 2358688 60002
bench-node8 readwrite 32k 8 38132 1191 4030.163795 2316064 60737 37899 1184 2454.436033 2301920 60737
bench-node8 readwrite 32k 16 42801 1337 6370.651968 2624864 61327 43105 1347 5327.805375 2643520 61327
bench-node8 readwrite 32k 32 49916 1559 11361.130069 3020672 60514 50055 1564 8886.677548 3029088 60514
bench-node8 readwrite 32k 64 64180 2005 20182.955774 3915168 61002 64240 2007 10968.302475 3918816 61002
bench-node8 readwrite 32k 128 77362 2417 31354.247804 4702304 60783 77027 2407 18046.310624 4681984 60783
bench-node8 readwrite 16k 1 4515 282 3064.646805 270944 60002 4422 276 471.437866 265360 60002
bench-node8 readwrite 16k 2 22424 1401 1083.348566 1345488 60002 22428 1401 331.447336 1345744 60002
bench-node8 readwrite 16k 4 38306 2394 1201.273647 2304400 60157 38423 2401 432.753169 2311472 60157
bench-node8 readwrite 16k 8 44109 2756 1749.014081 2679360 60743 44286 2767 1100.679956 2690080 60743
bench-node8 readwrite 16k 16 48558 3034 3212.308760 2926288 60263 48631 3039 1935.883756 2930672 60263
bench-node8 readwrite 16k 32 52291 3268 6321.785320 3167808 60580 52376 3273 3213.231857 3172992 60580
bench-node8 readwrite 16k 64 54933 3433 13318.732243 3351632 61013 55052 3440 4377.689622 3358944 61013
bench-node8 readwrite 16k 128 66605 4162 22057.561124 4019136 60342 66703 4168 7196.229146 4025040 60342
bench-node8 readwrite 4k 1 1063 265 3350.957424 63792 60001 1044 261 402.241483 62696 60001
bench-node8 readwrite 4k 2 6796 1699 910.487396 407800 60001 6783 1695 255.769089 406996 60001
bench-node8 readwrite 4k 4 8166 2041 1655.623169 491520 60190 8129 2032 288.778799 489292 60190
bench-node8 readwrite 4k 8 25067 6266 947.563286 1506020 60078 25076 6269 319.049432 1506552 60078
bench-node8 readwrite 4k 16 30140 7535 1760.203631 1813712 60176 30034 7508 342.248524 1807328 60176
bench-node8 readwrite 4k 32 34364 8591 2850.795445 2069784 60230 34356 8589 791.070791 2069312 60230
bench-node8 readwrite 4k 64 36285 9071 5689.768307 2200184 60635 36326 9081 1081.762624 2202684 60635
bench-node8 readwrite 4k 128 36622 9155 11493.349866 2201404 60110 36500 9125 2096.038962 2194028 60110
bench-node8 readwrite 2k 1 561 280 3076.752555 33664 60001 559 279 472.268441 33594 60001
bench-node8 readwrite 2k 2 7952 3976 267.114665 477182 60001 8012 4006 223.419136 480770 60001
bench-node8 readwrite 2k 4 6613 3306 920.482903 396804 60002 6623 3311 276.941439 397434 60002
bench-node8 readwrite 2k 8 14544 7272 843.231944 872686 60001 14553 7276 249.107882 873196 60001
bench-node8 readwrite 2k 16 24477 12238 930.813290 1476988 60340 24509 12254 363.668388 1478910 60340
bench-node8 readwrite 2k 32 23175 11587 2272.832636 1395380 60208 23139 11569 474.797279 1393164 60208
bench-node8 readwrite 2k 64 25144 12572 4263.991322 1517022 60333 25186 12593 779.949683 1519572 60333
bench-node8 readwrite 2k 128 20582 10291 9676.938387 1235264 60015 20643 10321 2743.483329 1238896 60015
bench-node8 readwrite 1k 1 582 582 1396.125161 34939 60001 581 581 307.899442 34915 60001
bench-node8 readwrite 1k 2 2677 2677 462.335083 160629 60001 2686 2686 273.325346 161216 60001
bench-node8 readwrite 1k 4 2182 2182 1538.922320 131282 60159 2175 2175 280.337337 130896 60159
bench-node8 readwrite 1k 8 3186 3186 2128.707379 191709 60163 3184 3184 365.845508 191583 60163
bench-node8 readwrite 1k 16 8258 8258 1595.251884 501489 60721 8251 8251 316.050730 501028 60721
bench-node8 readwrite 1k 32 11322 11322 2170.235859 685642 60555 11324 11324 626.185565 685743 60555
bench-node8 readwrite 1k 64 12984 12984 3998.939418 784394 60409 12958 12958 897.324174 782811 60409
bench-node8 readwrite 1k 128 13377 13377 7401.218667 804480 60139 13437 13437 2131.381289 808137 60139
